vx,wabs,obstacle,align,follow,angle,fwd,twirl
0.0282752,0.188566,0,23.5092,14.4609,0.236055,0,0.11314
0.0243647,0.215292,0,23.8073,14.5568,0.636408,0,0.129175
0.0220008,0.184857,0,23.6176,14.5806,0.201245,0,0.110914
0.0237715,0.181834,0,23.7996,14.5443,0.124279,0,0.1091
0.0280037,0.239511,0,23.7164,14.4689,0.383322,0,0.143706
0.0155399,0.171016,0,23.8119,14.7036,0.318394,0,0.10261
0.0139103,0.212598,0,23.8604,14.738,0.419843,0,0.127559
0.0253433,0.162023,0,23.5643,14.522,0.419904,0,0.097214
0.0142739,0.178827,0,23.8874,14.7395,0.590304,0,0.107296
0.0230328,0.18814,0,23.5534,14.5758,0.510689,0,0.112884
0.0130554,0.16385,0,23.8035,14.7598,0.611617,0,0.0983098
0.00916941,0.193974,0,23.9412,14.8257,0.110239,0,0.116385
0.0226117,0.236024,0,23.7021,14.575,0.515431,0,0.141615
0.0217855,0.178146,0,23.6516,14.5829,0.0505891,0,0.106888
0.0256126,0.259656,0,23.7007,14.528,0.108343,0,0.155794
0.0186479,0.191082,0,23.7886,14.6469,0.539041,0,0.114649
0.0163562,0.202711,0,23.8203,14.687,0.0951209,0,0.121627
0.0404774,0.219498,0,23.4181,14.2359,0.325569,0,0.131699
0.0118979,0.18559,0,23.8641,14.7746,0.283067,0,0.111354
0.0188075,0.171128,0,23.7439,14.6426,0.262759,0,0.102677
0.0160872,0.213748,0,23.9061,14.6916,0.141733,0,0.128249
0.0143695,0.164927,0,23.7903,14.7313,0.408597,0,0.0989564
0.0215824,0.191358,0,23.7214,14.5899,0.310489,0,0.114815
0.0226378,0.184491,0,23.7024,14.5704,0.41187,0,0.110694
0.0160881,0.174386,0,23.8155,14.6928,0.186261,0,0.104632
0.0141779,0.212073,0,23.8355,14.748,0.536764,0,0.127244
0.0195627,0.21834,0,23.6757,14.6439,0.485139,0,0.131004
0.0195272,0.200818,0,23.7095,14.6362,0.443712,0,0.120491
0.0146877,0.209354,0,23.8303,14.7392,0.402515,0,0.125612
0.0187635,0.237147,0,23.8074,14.6419,0.143148,0,0.142288
0.0322295,0.194568,0,23.4243,14.3961,0.274215,0,0.116741
0.0136931,0.173231,0,23.8241,14.746,0.538549,0,0.103939
0.0166105,0.262765,0,23.7542,14.6902,0.508186,0,0.157659
0.0145723,0.181841,0,23.9034,14.721,0.134089,0,0.109104
0.0180264,0.186517,0,23.6946,14.6703,0.578703,0,0.11191
0.00869427,0.193486,0,23.9628,14.8341,0.257636,0,0.116092
0.0298596,0.190214,0,23.5654,14.4294,0.225398,0,0.114129
0.035049,0.167059,0,23.3782,14.3486,0.329968,0,0.100236
0.0177971,0.183141,0,23.8428,14.6691,0.248425,0,0.109885
0.00813387,0.203351,0,23.9564,14.849,0.676475,0,0.12201
0.0255708,0.21279,0,23.5769,14.5146,0.327658,0,0.127674
0.0205262,0.178352,0,23.6353,14.6153,0.459258,0,0.107011
0.00997536,0.151268,0,23.9464,14.8108,0.242812,0,0.0907611
0.0179379,0.210754,0,23.7989,14.6577,0.079865,0,0.126452
0.0155728,0.195213,0,23.9167,14.7021,0.0710883,0,0.117128
0.0231778,0.215381,0,23.6283,14.5886,0.37803,0,0.129229
0.0197005,0.195515,0,23.7658,14.6442,0.637168,0,0.117309
0.0129396,0.194352,0,23.9254,14.7635,0.678551,0,0.116611
0.0116858,0.174531,0,23.9645,14.778,0.418649,0,0.104719
0.0163128,0.195308,0,23.7867,14.7144,0.688273,0,0.117185
0.0220849,0.188824,0,23.7479,14.6066,0.649474,0,0.113294
0.0427756,0.187511,0,23.3233,14.1836,0.319674,0,0.112507
0.0109587,0.182371,0,23.9151,14.7942,0.416267,0,0.109423
0.0199465,0.220691,0,23.7927,14.619,0.076726,0,0.132415
0.0174182,0.167247,0,23.7283,14.6777,0.54515,0,0.100348
0.0193047,0.196144,0,23.7701,14.63,0.0561757,0,0.117687
0.0161726,0.15937,0,23.7639,14.6962,0.490199,0,0.0956221
0.015625,0.146788,0,23.866,14.7059,0.459259,0,0.088073
0.0142639,0.224798,0,23.8185,14.7288,0.105664,0,0.134879
0.0197414,0.17247,0,23.7222,14.6325,0.593317,0,0.103482
0.0203622,0.183733,0,23.8491,14.6101,0.168144,0,0.11024
0.020917,0.231939,0,23.7842,14.6002,0.195104,0,0.139163
0.0200907,0.190104,0,23.7594,14.6284,0.480311,0,0.114063
0.0186231,0.167612,0,23.8023,14.6521,0.486615,0,0.100567
0.018944,0.229243,0,23.771,14.6602,0.663782,0,0.137546
0.0244799,0.192072,0,23.6726,14.5541,0.603361,0,0.115243
0.0119722,0.217105,0,23.8648,14.775,0.37448,0,0.130263
0.0228293,0.202742,0,23.6934,14.5993,0.529881,0,0.121645
0.0263845,0.172773,0,23.5888,14.5086,0.607085,0,0.103664
0.00881921,0.164921,0,23.9207,14.8367,0.423264,0,0.0989524
0.0167742,0.189452,0,23.778,14.6952,0.401432,0,0.113671
0.0160578,0.185604,0,23.7723,14.6985,0.613143,0,0.111363
0.0180469,0.192149,0,23.7745,14.661,0.544891,0,0.11529
0.0267464,0.232157,0,23.6411,14.4921,0.436128,0,0.139294
0.0300212,0.188047,0,23.5079,14.4613,0.437318,0,0.112828
0.0140625,0.193757,0,23.813,14.7432,0.325684,0,0.116254
0.0242308,0.273616,0,23.6268,14.547,0.0312252,0,0.16417
0.018095,0.156067,0,23.7611,14.6739,0.586828,0,0.0936404
0.0169731,0.192477,0,23.7829,14.7028,0.923247,0,0.115486
0.00369802,0.233503,0,24.0658,14.9293,0.252642,0,0.140102
0.00931347,0.227436,0,24.004,14.8225,0.543693,0,0.136462
0.0158368,0.201771,0,23.7935,14.7139,0.696592,0,0.121063
0.0178768,0.193352,0,23.8055,14.6879,0.65837,0,0.116011
0.0131815,0.171098,0,23.94,14.7661,0.646465,0,0.102659
0.0109021,0.192014,0,23.9415,14.7949,0.506193,0,0.115209
0.015585,0.199056,0,23.8743,14.7105,0.286263,0,0.119433
0.0184838,0.193784,0,23.8049,14.6525,0.342917,0,0.11627
0.0337278,0.157145,0,23.616,14.374,0.42944,0,0.0942871
0.0240848,0.192477,0,23.6816,14.5418,0.367649,0,0.115486
0.00925944,0.193644,0,23.965,14.8355,0.59087,0,0.116187
0.0156708,0.221748,0,23.8872,14.7209,0.429049,0,0.133049
0.0329444,0.226299,0,23.4771,14.4242,0.545068,0,0.13578
0.0100344,0.15991,0,23.9349,14.8077,0.177164,0,0.0959462
0.019425,0.189465,0,23.8102,14.6519,0.394023,0,0.113679
0.019989,0.162586,0,23.6693,14.6287,0.461573,0,0.0975519
0.0145903,0.187143,0,23.8794,14.7274,0.336439,0,0.112286
0.0220797,0.167439,0,23.6583,14.6006,0.613138,0,0.100464
0.0229478,0.2389,0,23.7286,14.569,0.766734,0,0.14334
0.0152586,0.164015,0,23.8289,14.7347,0.659874,0,0.0984092
0.0136313,0.183989,0,23.8692,14.7411,0.492235,0,0.110394
0.0179687,0.171305,0,23.7998,14.6718,0.496808,0,0.102783
0.0196018,0.215361,0,23.7411,14.6441,0.680292,0,0.129217
0.0193896,0.17384,0,23.7381,14.6417,0.50885,0,0.104304
