world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,rms_dv,vmax,note
open,21,comppi_noanneal,True,False,20.66,0.239,7.36,1.1,0.0103,0.394,RESULT: SUCCESS (status=4)
open,22,comppi,True,False,21.16,0.249,7.35,1.1,0.0079,0.396,RESULT: SUCCESS (status=4)
open,22,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,22,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,22,comppi_iid,False,False,9.96,7.301,0.3,1.1,0.0027,0.033,RESULT: FAILURE (status=6)
open,22,comppi_nodetour,True,False,21.06,0.248,7.36,1.1,0.0081,0.396,RESULT: SUCCESS (status=4)
open,22,comppi_noanneal,True,False,20.66,0.248,7.36,1.1,0.0101,0.395,RESULT: SUCCESS (status=4)
open,23,comppi,True,False,21.26,0.244,7.36,1.1,0.008,0.395,RESULT: SUCCESS (status=4)
open,23,dwb,True,False,21.88,0.244,7.36,1.1,0.0257,0.4,RESULT: SUCCESS (status=4)
open,23,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,23,comppi_iid,False,False,9.96,7.302,0.3,1.1,0.0027,0.034,RESULT: FAILURE (status=6)
open,23,comppi_nodetour,True,False,20.86,0.247,7.36,1.1,0.0095,0.396,RESULT: SUCCESS (status=4)
open,23,comppi_noanneal,True,False,21.06,0.245,7.36,1.1,0.0081,0.395,RESULT: SUCCESS (status=4)
open,24,comppi,True,False,21.06,0.248,7.35,1.1,0.0083,0.396,RESULT: SUCCESS (status=4)
open,24,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,24,mppi,True,False,19.16,0.246,7.35,1.1,0.0151,0.403,RESULT: SUCCESS (status=4)
open,24,comppi_iid,False,False,9.96,7.304,0.3,1.1,0.0027,0.034,RESULT: FAILURE (status=6)
open,24,comppi_nodetour,True,False,20.86,0.249,7.35,1.1,0.0084,0.396,RESULT: SUCCESS (status=4)
open,24,comppi_noanneal,True,False,20.76,0.245,7.36,1.1,0.0093,0.395,RESULT: SUCCESS (status=4)
clutter,0,comppi,True,False,21.36,0.245,7.54,0.25,0.0089,0.396,RESULT: SUCCESS (status=4)
clutter,0,dwb,True,False,30.26,0.243,7.6,0.292,0.0357,0.4,RESULT: SUCCESS (status=4)
clutter,0,mppi,True,False,19.86,0.242,7.56,0.255,0.0154,0.403,RESULT: SUCCESS (status=4)
clutter,0,comppi_iid,False,False,9.96,7.331,0.29,0.8,0.0026,0.033,RESULT: FAILURE (status=6)
