world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
gap,4,comppi_iid_symacc,True,False,22.26,0.236,7.48,0.25,,,0.0125,0.384,RESULT: SUCCESS (status=4)
gap,4,comppi_iid_l010,True,False,25.56,0.23,7.51,0.25,,,0.0266,0.4,RESULT: SUCCESS (status=4)
gap,4,comppi_iid_l003,True,False,25.06,0.246,7.5,0.292,,,0.0313,0.4,RESULT: SUCCESS (status=4)
gap,5,comppi_iid_nolimit,True,False,28.66,0.246,7.71,0.25,,,0.017,0.313,RESULT: SUCCESS (status=4)
gap,5,comppi_iid_amax1,True,False,24.66,0.248,7.71,0.255,,,0.0102,0.351,RESULT: SUCCESS (status=4)
gap,5,comppi_iid_symacc,True,False,22.96,0.241,7.72,0.25,,,0.0128,0.384,RESULT: SUCCESS (status=4)
gap,5,comppi_iid_l010,True,False,28.28,0.229,7.76,0.25,,,0.0268,0.4,RESULT: SUCCESS (status=4)
gap,5,comppi_iid_l003,True,False,26.06,0.246,7.76,0.255,,,0.0331,0.4,RESULT: SUCCESS (status=4)
gap,6,comppi_iid_nolimit,True,False,27.56,0.247,7.47,0.25,,,0.0181,0.317,RESULT: SUCCESS (status=4)
gap,6,comppi_iid_amax1,True,False,23.86,0.246,7.47,0.25,,,0.0106,0.354,RESULT: SUCCESS (status=4)
gap,6,comppi_iid_symacc,True,False,22.06,0.245,7.48,0.255,,,0.0121,0.385,RESULT: SUCCESS (status=4)
gap,6,comppi_iid_l010,True,False,25.26,0.244,7.49,0.25,,,0.0273,0.4,RESULT: SUCCESS (status=4)
gap,6,comppi_iid_l003,True,False,26.26,0.235,7.54,0.255,,,0.032,0.4,RESULT: SUCCESS (status=4)
gap,7,comppi_iid_nolimit,True,False,27.86,0.242,7.57,0.25,,,0.0165,0.325,RESULT: SUCCESS (status=4)
gap,7,comppi_iid_amax1,True,False,24.16,0.246,7.57,0.25,,,0.0106,0.352,RESULT: SUCCESS (status=4)
gap,7,comppi_iid_symacc,True,False,22.36,0.248,7.57,0.25,,,0.0125,0.384,RESULT: SUCCESS (status=4)
gap,7,comppi_iid_l010,True,False,24.86,0.237,7.61,0.255,,,0.0257,0.4,RESULT: SUCCESS (status=4)
gap,7,comppi_iid_l003,True,False,25.86,0.247,7.62,0.224,,,0.0312,0.4,RESULT: SUCCESS (status=4)
gap,8,comppi_iid_nolimit,True,False,27.16,0.245,7.36,0.3,,,0.0182,0.315,RESULT: SUCCESS (status=4)
gap,8,comppi_iid_amax1,True,False,23.56,0.243,7.36,0.3,,,0.0106,0.351,RESULT: SUCCESS (status=4)
gap,8,comppi_iid_symacc,True,False,21.76,0.249,7.35,0.3,,,0.0124,0.384,RESULT: SUCCESS (status=4)
gap,8,comppi_iid_l010,True,False,24.96,0.236,7.39,0.3,,,0.0261,0.4,RESULT: SUCCESS (status=4)
gap,8,comppi_iid_l003,True,False,25.26,0.249,7.4,0.3,,,0.0301,0.4,RESULT: SUCCESS (status=4)
gap,9,comppi_iid_nolimit,True,False,26.98,0.249,7.36,0.292,,,0.0156,0.319,RESULT: SUCCESS (status=4)
gap,9,comppi_iid_amax1,True,False,23.46,0.249,7.36,0.3,,,0.0104,0.353,RESULT: SUCCESS (status=4)
gap,9,comppi_iid_symacc,True,False,21.86,0.234,7.38,0.3,,,0.0121,0.383,RESULT: SUCCESS (status=4)
gap,9,comppi_iid_l010,True,False,25.36,0.232,7.39,0.25,,,0.0274,0.4,RESULT: SUCCESS (status=4)
gap,9,comppi_iid_l003,True,False,26.16,0.244,7.38,0.269,,,0.033,0.4,RESULT: SUCCESS (status=4)
gap,10,comppi_iid_nolimit,True,False,29.36,0.246,7.99,0.25,,,0.018,0.321,RESULT: SUCCESS (status=4)
gap,10,comppi_iid_amax1,True,False,25.26,0.248,8.0,0.255,,,0.0108,0.353,RESULT: SUCCESS (status=4)
gap,10,comppi_iid_symacc,True,False,23.56,0.246,7.99,0.25,,,0.0122,0.385,RESULT: SUCCESS (status=4)
gap,10,comppi_iid_l010,True,False,26.56,0.237,8.03,0.224,,,0.0279,0.4,RESULT: SUCCESS (status=4)
gap,10,comppi_iid_l003,True,False,27.66,0.229,8.08,0.25,,,0.0317,0.4,RESULT: SUCCESS (status=4)
gap,11,comppi_iid_nolimit,True,False,27.76,0.239,7.51,0.25,,,0.0169,0.313,RESULT: SUCCESS (status=4)
gap,11,comppi_iid_amax1,True,False,23.86,0.25,7.51,0.255,,,0.0099,0.354,RESULT: SUCCESS (status=4)
gap,11,comppi_iid_symacc,True,False,22.36,0.248,7.51,0.25,,,0.013,0.384,RESULT: SUCCESS (status=4)
gap,11,comppi_iid_l010,True,False,24.86,0.232,7.55,0.25,,,0.0248,0.4,RESULT: SUCCESS (status=4)
